chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr2	162094067	162096346	genic|chr2:162094067-162096346	IFIH1	163175218		0.024245
chr2	162094067	162096346	genic|chr2:162094067-162096346	GCA	163175272		0.024244
chr2	162931716	162932216	intergenic|chr2:162931716-162932216	DPP4	162931052		0.108390
chr2	164204273	164205903	intergenic|chr2:164204273-164205903	IFIH1	163175218		0.022172
chr2	164204273	164205903	intergenic|chr2:164204273-164205903	GCA	163175272		0.022173
chr2	164204273	164205903	intergenic|chr2:164204273-164205903	LOC101929570	163625445		0.022552
chr2	164591288	164591964	genic|chr2:164591288-164591964	FIGN	164592517		0.180711
chr2	168802048	168803390	intergenic|chr2:168802048-168803390	TTC21B	166810348		0.028385
chr2	170218048	170218548	genic|chr2:170218048-170218548	LRP2	170219122		0.141205
chr2	170219896	170221787	intergenic|chr2:170219896-170221787	LRP2	170219122		0.351631
chr2	170219896	170221787	intergenic|chr2:170219896-170221787	BBS5	170336005		0.027116
chr2	170684793	170685401	genic|chr2:170684793-170685401	UBR3	170684017		0.048123
chr2	171210558	171212422	genic|chr2:171210558-171212422	BBS5	170336005		0.020062
chr2	171674340	171674840	genic|chr2:171674340-171674840	GAD1	171673199		0.115562
chr2	171678681	171680757	genic|chr2:171678681-171680757	DYNC1I2	172543918		0.020527
chr2	172951292	172952080	genic|chr2:172951292-172952080	DYNC1I2	172543918		0.025096
chr2	172951292	172952080	genic|chr2:172951292-172952080	DLX1	172950207		0.213016
chr2	172968505	172969005	genic|chr2:172968505-172969005	DLX2	172967478		0.115254
chr2	172968505	172969005	genic|chr2:172968505-172969005	DLX2-AS1	172967733		0.115254
chr2	172996261	172997514	intergenic|chr2:172996261-172997514	HOXD12	176964529		0.020197
chr2	173149800	173150697	intergenic|chr2:173149800-173150697	DYNC1I2	172543918		0.020029
chr2	174218201	174218701	intergenic|chr2:174218201-174218701	CDCA7	174219560		0.042738
chr2	175191328	175191828	genic|chr2:175191328-175191828	LINC01305	175190754		0.227686
chr2	175546487	175548617	intergenic|chr2:175546487-175548617	METAP1D	172864803		0.029995
chr2	176946715	176947450	genic|chr2:176946715-176947450	EVX2	176948690		0.226447
chr2	176983582	176984082	genic|chr2:176983582-176984082	HOXD10	176981491		0.020761
chr2	176986040	176986540	intergenic|chr2:176986040-176986540	HOXD9	176987412		0.097036
chr2	176992935	176993699	intergenic|chr2:176992935-176993699	HOXD8	176994467		0.160509
chr2	177052267	177052767	intergenic|chr2:177052267-177052767	HOXD1	177053306		0.026402
chr2	178487102	178487840	intergenic|chr2:178487102-178487840	TTC30A	178483694		0.020265
chr2	187559606	187560106	genic|chr2:187559606-187560106	FAM171B	187558788		0.033303
chr2	190538736	190539799	intergenic|chr2:190538736-190539799	ASNSD1	190526124		0.026312
chr2	196522421	196522921	genic|chr2:196522421-196522921	SLC39A10	196521851		0.185272
chr2	198571196	198571696	genic|chr2:198571196-198571696	MARS2	198570027		0.115743
chr2	200321790	200322290	genic|chr2:200321790-200322290	SATB2	200322819		0.170331
chr2	200323476	200324869	intergenic|chr2:200323476-200324869	SATB2	200322819		0.103678
chr2	201728006	201728506	genic|chr2:201728006-201728506	CLK1	201729467		0.034471
chr2	202900079	202900855	genic|chr2:202900079-202900855	FZD7	202899309		0.038390
chr2	206549794	206551038	genic|chr2:206549794-206551038	NRP2	206547223		0.022406
chr2	207872761	207874364	intergenic|chr2:207872761-207874364	LANCL1	211341491		0.067587
chr2	208632311	208633146	genic|chr2:208632311-208633146	GPR1	207082771		0.051244
chr2	208676698	208678886	intergenic|chr2:208676698-208678886	LOC100507443	208983852		0.022638
chr2	209272340	209272840	genic|chr2:209272340-209272840	PTH2R	209271554		0.049372
chr2	210288198	210289325	intergenic|chr2:210288198-210289325	MAP2	210444402		0.042751
chr2	210478076	210480694	genic|chr2:210478076-210480694	ACADL	211090215		0.021166
chr2	211342025	211342525	intergenic|chr2:211342025-211342525	LANCL1	211341491		0.051625
chr2	216876694	216877514	genic|chr2:216876694-216877514	MREG	216878346		0.035560
chr2	216948138	216949413	genic|chr2:216948138-216949413	XRCC5	216974019		0.056068
chr2	216979161	216980324	genic|chr2:216979161-216980324	XRCC5	216974019		0.027605
chr2	218577823	218579736	genic|chr2:218577823-218579736	IGFBP5	217560272		0.020634
chr2	218898477	218899818	intergenic|chr2:218898477-218899818	RUFY4	218933737		0.020842
chr2	219124293	219124793	intergenic|chr2:219124293-219124793	GPBAR1	219125737		0.022514
chr2	219126272	219126857	genic|chr2:219126272-219126857	GPBAR1	219125737		0.069831
chr2	219187293	219189271	genic|chr2:219187293-219189271	PNKD	219135114		0.034404
chr2	219187293	219189271	genic|chr2:219187293-219189271	CTDSP1	219264477		0.101196
chr2	219187293	219189271	genic|chr2:219187293-219189271	PLCD4	219472487		0.020420
chr2	219187293	219189271	genic|chr2:219187293-219189271	TTLL4	219575567		0.037789
chr2	219260383	219261454	genic|chr2:219260383-219261454	GPBAR1	219125737		0.025064
chr2	219260383	219261454	genic|chr2:219260383-219261454	TUBA4B	220117964		0.023072
chr2	219270382	219271942	genic|chr2:219270382-219271942	PNKD	219135114		0.026356
chr2	219725164	219726105	genic|chr2:219725164-219726105	WNT6	219724545		0.357710
chr2	219743782	219744282	intergenic|chr2:219743782-219744282	WNT10A	219745254		0.083786
chr2	220159147	220160238	genic|chr2:220159147-220160238	DNAJB2	220144039		0.027756
chr2	220374048	220375308	intergenic|chr2:220374048-220375308	ASIC4	220378891		0.028508
chr2	220377520	220378020	intergenic|chr2:220377520-220378020	ASIC4	220378891		0.045896
chr2	220394566	220395583	genic|chr2:220394566-220395583	ASIC4	220378891		0.027851
chr2	220406183	220407118	genic|chr2:220406183-220407118	ASIC4	220378891		0.032761
chr2	220406183	220407118	genic|chr2:220406183-220407118	CHPF	220408487		0.026280
chr2	220406183	220407118	genic|chr2:220406183-220407118	TMEM198	220408727		0.026280
chr2	220416465	220417721	genic|chr2:220416465-220417721	SPEG	220299699		0.022080
chr2	220461165	220461748	intergenic|chr2:220461165-220461748	STK11IP	220462572		0.049926
chr2	223170271	223171190	intergenic|chr2:223170271-223171190	GPBAR1	219125737		0.028724
chr2	228028177	228028677	genic|chr2:228028177-228028677	COL4A4	228029275		0.130502
chr2	228028177	228028677	genic|chr2:228028177-228028677	COL4A3	228029280		0.130502
chr2	230138254	230138888	intergenic|chr2:230138254-230138888	PID1	230136057		0.024724
chr2	230580570	230581070	intergenic|chr2:230580570-230581070	DNER	230579286		0.073521
chr2	231689157	231689657	intergenic|chr2:231689157-231689657	C2orf72	231902280		0.020480
chr2	231730538	231731379	genic|chr2:231730538-231731379	ITM2C	231729609		0.150077
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	PID1	230136057		0.020756
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	LOC151484	231751260		0.029908
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	C2orf72	231902280		0.025562
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	ARMC9	232063259		0.022422
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	B3GNT7	232260334		0.028206
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	DIS3L2	232826292		0.024274
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	CHRNG	233404436		0.031762
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	NEU2	233897381		0.024930
chr2	232468690	232470203	intergenic|chr2:232468690-232470203	INPP5D	233924676		0.023576
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	LOC151484	231751260		0.026665
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	C2orf72	231902280		0.022790
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	B3GNT7	232260334		0.025147
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	DIS3L2	232826292		0.021641
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	CHRNG	233404436		0.028318
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	NEU2	233897381		0.022355
chr2	232478018	232479775	intergenic|chr2:232478018-232479775	INPP5D	233924676		0.021139
chr2	232544604	232546455	intergenic|chr2:232544604-232546455	LOC151484	231751260		0.023041
chr2	232544604	232546455	intergenic|chr2:232544604-232546455	B3GNT7	232260334		0.021730
chr2	232544604	232546455	intergenic|chr2:232544604-232546455	CHRNG	233404436		0.024469
chr2	232544604	232546455	intergenic|chr2:232544604-232546455	NEU2	233897381		0.020143
chr2	233250480	233250980	genic|chr2:233250480-233250980	ECEL1P2	233251754		0.092205
chr2	233563748	233564248	genic|chr2:233563748-233564248	GIGYF2	233562014		0.042325
chr2	237476691	237477354	intergenic|chr2:237476691-237477354	ACKR3	237478379		0.127866
chr2	238394801	238395301	intergenic|chr2:238394801-238395301	MLPH	238395861		0.133714
chr2	238766926	238767615	intergenic|chr2:238766926-238767615	RAMP1	238768186		0.121479
chr2	241375942	241376442	genic|chr2:241375942-241376442	GPC1	241375114		0.108645
chr2	241505488	241506303	intergenic|chr2:241505488-241506303	ANKMY1	241497438		0.025114
chr2	241790423	241791748	intergenic|chr2:241790423-241791748	AGXT	241808161		0.028947
chr2	242549281	242550351	genic|chr2:242549281-242550351	BOK	242498145		0.028472
chr2	242549281	242550351	genic|chr2:242549281-242550351	BOK-AS1	242498558		0.028474
chr2	242709619	242710119	intergenic|chr2:242709619-242710119	GAL3ST2	242716239		0.022026
chr2	242750823	242751323	intergenic|chr2:242750823-242751323	NEU4	242752026		0.139130
chrX	6145424	6145924	genic|chrX:6145424-6145924	LOC105373156	6144398		0.081074
chrX	6696527	6697445	intergenic|chrX:6696527-6697445	LOC105373156	6144398		0.031365
chrX	7893855	7894355	genic|chrX:7893855-7894355	PNPLA4	7895780		0.117178
chrX	9432004	9432504	genic|chrX:9432004-9432504	TBL1X	9431334		0.186566
chrX	9579310	9580081	genic|chrX:9579310-9580081	SHROOM2	9880411		0.046634
chrX	11777040	11777911	genic|chrX:11777040-11777911	MSL3	11776277		0.172802
chrX	12994056	12994763	genic|chrX:12994056-12994763	TMSB4X	12993225		0.274342
chrX	15358923	15359423	intergenic|chrX:15358923-15359423	CA5BP1	15693038		0.022400
chrX	20283275	20283775	genic|chrX:20283275-20283775	RPS6KA3	20284750		0.077967
chrX	21959257	21959757	genic|chrX:21959257-21959757	SMS	21958690		0.259458
chrX	22003306	22003806	genic|chrX:22003306-22003806	MBTPS2	21857655		0.021692
chrX	24042780	24044276	genic|chrX:24042780-24044276	EIF2S3	24073064		0.022272
chrX	39965515	39966113	intergenic|chrX:39965515-39966113	BCOR	39956719		0.097028
chrX	40945546	40946046	genic|chrX:40945546-40946046	USP9X	40944887		0.094572
chrX	41333868	41335699	genic|chrX:41333868-41335699	CXorf38	40506819		0.022789
chrX	43515048	43515648	genic|chrX:43515048-43515648	MAOA	43514154		0.135012
chrX	47049846	47050438	intergenic|chrX:47049846-47050438	UBA1	47053200		0.114303
chrX	47050466	47050966	intergenic|chrX:47050466-47050966	UBA1	47053200		0.050830
chrX	47225307	47226022	intergenic|chrX:47225307-47226022	KRBOX4	46306623		0.064811
chrX	47496768	47497654	genic|chrX:47496768-47497654	SYN1	47479256		0.070487
chrX	48489577	48490368	intergenic|chrX:48489577-48490368	ZNF630	47931025		0.035792
chrX	48534351	48535189	intergenic|chrX:48534351-48535189	UXT-AS1	47518231		0.020399
chrX	48534351	48535189	intergenic|chrX:48534351-48535189	UXT	47518579		0.020399
chrX	48774356	48775354	genic|chrX:48774356-48775354	OTUD5	48814893		0.028353
chrX	48774356	48775354	genic|chrX:48774356-48775354	TFE3	48901043		0.032681
chrX	48897291	48897791	genic|chrX:48897291-48897791	TFE3	48901043		0.023504
chrX	49648797	49649297	intergenic|chrX:49648797-49649297	USP27X	49644469		0.073298
chrX	50214363	50214863	intergenic|chrX:50214363-50214863	DGKK	50213737		0.134020
chrX	51637340	51638460	genic|chrX:51637340-51638460	MAGED1	51636697		0.287225
chrX	53316594	53317871	intergenic|chrX:53316594-53317871	SLC35A2	48769235		0.056259
chrX	53710615	53711648	genic|chrX:53710615-53711648	HUWE1	53713674		0.094817
chrX	54069071	54069571	genic|chrX:54069071-54069571	PHF8	54070607		0.059804
chrX	54665664	54666493	intergenic|chrX:54665664-54666493	APEX2	55026755		0.109565
chrX	56590706	56591599	genic|chrX:56590706-56591599	UBQLN2	56590025		0.243629
chrX	64888350	64889297	genic|chrX:64888350-64889297	MSN	64887510		0.132859
chrX	68114468	68115272	intergenic|chrX:68114468-68115272	EFNB1	68048839		0.023555
chrX	70365234	70366359	genic|chrX:70365234-70366359	RLIM	73834461		0.041546
chrX	70402950	70403835	intergenic|chrX:70402950-70403835	NONO	70503041		0.020110
chrX	73642201	73643143	genic|chrX:73642201-73643143	SLC16A2	73641327		0.184239
chrX	100878998	100879498	genic|chrX:100878998-100879498	ARMCX3	100878119		0.093073
chrX	101054048	101054731	intergenic|chrX:101054048-101054731	ARMCX3	100878119		0.060558
chrX	102617389	102617889	intergenic|chrX:102617389-102617889	BEX3	102631250		0.025299
chrX	103172520	103173945	intergenic|chrX:103172520-103173945	ZCCHC18	103357216		0.023566
chrX	107683666	107684166	genic|chrX:107683666-107684166	COL4A5	107683073		0.322525
chrX	113817282	113817782	intergenic|chrX:113817282-113817782	HTR2C	113818550		0.075008
chrX	113819696	113820196	genic|chrX:113819696-113820196	HTR2C	113818550		0.140901
chrX	114957089	114957817	intergenic|chrX:114957089-114957817	DANT2	115085444		0.046468
chrX	117249015	117249515	genic|chrX:117249015-117249515	KLHL13	117250828		0.106621
chrX	119347472	119347972	intergenic|chrX:119347472-119347972	LAMP2	119603204		0.023601
chrX	119694026	119695454	genic|chrX:119694026-119695454	TMEM255A	119445391		0.022192
chrX	119694026	119695454	genic|chrX:119694026-119695454	LAMP2	119603204		0.025141
chrX	119694026	119695454	genic|chrX:119694026-119695454	MCTS1	119737743		0.306032
chrX	119738367	119738867	genic|chrX:119738367-119738867	MCTS1	119737743		0.138223
chrX	120283973	120284900	intergenic|chrX:120283973-120284900	LAMP2	119603204		0.022125
chrX	123093860	123094600	genic|chrX:123093860-123094600	LOC101928402	123095191		0.098134
chrX	123093860	123094600	genic|chrX:123093860-123094600	STAG2	123095555		0.098134
chrX	123096734	123097349	genic|chrX:123096734-123097349	LOC101928402	123095191		0.033194
chrX	123096734	123097349	genic|chrX:123096734-123097349	STAG2	123095555		0.033194
chrX	124338768	124340396	intergenic|chrX:124338768-124340396	DCAF12L1	125686842		0.026813
chrX	128768520	128769188	intergenic|chrX:128768520-128769188	APLN	128788933		0.033429
chrX	128771414	128772112	intergenic|chrX:128771414-128772112	APLN	128788933		0.031532
chrX	128800114	128800614	intergenic|chrX:128800114-128800614	APLN	128788933		0.037670
chrX	129064992	129066653	intergenic|chrX:129064992-129066653	DCAF12L1	125686842		0.021334
chrX	129064992	129066653	intergenic|chrX:129064992-129066653	OCRL	128674251		0.021771
chrX	129064992	129066653	intergenic|chrX:129064992-129066653	APLN	128788933		0.026819
chrX	129064992	129066653	intergenic|chrX:129064992-129066653	UTP14A	129040096		0.025314
chrX	129064992	129066653	intergenic|chrX:129064992-129066653	RBMX2	129535942		0.026866
chrX	132546174	132546828	genic|chrX:132546174-132546828	GPC4	132549205		0.109877
chrX	133117957	133118735	genic|chrX:133117957-133118735	GPC3	133119673		0.157137
chrX	133307371	133309335	intergenic|chrX:133307371-133309335	FAM127B	134186221		0.024283
chrX	133684809	133685309	genic|chrX:133684809-133685309	LINC00629	133684053		0.121104
chrX	134137916	134138779	intergenic|chrX:134137916-134138779	FAM127C	134156566		0.051138
chrX	139586011	139586511	genic|chrX:139586011-139586511	SOX3	139587225		0.104528
chrX	144902712	144903323	genic|chrX:144902712-144903323	SLITRK2	144899346		0.026879
chrX	150152483	150152983	genic|chrX:150152483-150152983	HMGB3	150151747		0.082533
chrX	150250694	150251281	intergenic|chrX:150250694-150251281	CD99L2	150067289		0.025525
chrX	152991868	152992613	genic|chrX:152991868-152992613	ABCD1	152990322		0.075997
chrX	153138745	153139429	genic|chrX:153138745-153139429	PLXNB3	153029650		0.035979
chrX	153193205	153194191	intergenic|chrX:153193205-153194191	SSR4	153059903		0.223832
chrX	153193205	153194191	intergenic|chrX:153193205-153194191	IDH3G	153059978		0.223832
chrX	153193205	153194191	intergenic|chrX:153193205-153194191	NAA10	153200607		0.114552
chrX	153213299	153213950	genic|chrX:153213299-153213950	NAA10	153200607		0.028495
chrX	153577375	153577875	genic|chrX:153577375-153577875	FLNA	153603006		0.070330
chrX	153609569	153610069	genic|chrX:153609569-153610069	EMD	153607596		0.040223
chrX	153637465	153637965	genic|chrX:153637465-153637965	TAZ	153639853		0.038689
chrX	153637465	153637965	genic|chrX:153637465-153637965	DNASE1L1	153640428		0.043778
chrX	153755087	153755947	intergenic|chrX:153755087-153755947	SLC10A3	153719029		0.041490
chr13	20768400	20768900	intergenic|chr13:20768400-20768900	GJB2	20767114		0.099893
chr13	21633986	21634899	genic|chr13:21633986-21634899	LATS2	21635722		0.158667
chr13	21871015	21871515	intergenic|chr13:21871015-21871515	MIPEPP3	21872263		0.045613
chr13	23949042	23950164	genic|chr13:23949042-23950164	SACS	24007867		0.023964
chr13	25860587	25861087	genic|chr13:25860587-25861087	MTMR6	25861704		0.081399
chr13	30688309	30689560	intergenic|chr13:30688309-30689560	UBL3	30424820		0.021853
chr13	33589401	33589901	intergenic|chr13:33589401-33589901	KL	33590570		0.044580
chr13	33591530	33592150	genic|chr13:33591530-33592150	KL	33590570		0.117856
chr13	34116157	34117595	intergenic|chr13:34116157-34117595	N4BP2L2	33112932		0.023042
chr13	34116157	34117595	intergenic|chr13:34116157-34117595	RFC3	34392205		0.020719
chr13	37493252	37493752	genic|chr13:37493252-37493752	SMAD9	37494409		0.186263
chr13	42032238	42032738	genic|chr13:42032238-42032738	RGCC	42031541		0.088571
chr13	42613642	42616421	intergenic|chr13:42613642-42616421	KBTBD7	41768711		0.020116
chr13	42621621	42623915	intergenic|chr13:42621621-42623915	KBTBD7	41768711		0.020240
chr13	44362035	44362619	intergenic|chr13:44362035-44362619	ENOX1	44361116		0.119083
chr13	49792656	49793395	intergenic|chr13:49792656-49793395	MLNR	49794473		0.078374
chr13	60732186	60733006	genic|chr13:60732186-60733006	DIAPH3	60738119		0.055895
chr13	77461389	77461889	intergenic|chr13:77461389-77461889	KCTD12	77460540		0.080019
chr13	77902945	77904318	intergenic|chr13:77902945-77904318	MYCBP2	77901177		0.074704
chr13	80915034	80916331	intergenic|chr13:80915034-80916331	NDFIP2	80055258		0.020527
chr13	80915034	80916331	intergenic|chr13:80915034-80916331	NDFIP2-AS1	80055366		0.020527
chr13	80915034	80916331	intergenic|chr13:80915034-80916331	SPRY2	80913794		0.050316
chr13	92000839	92001793	genic|chr13:92000839-92001793	MIR17HG	92000073		0.154935
chr13	100398644	100400196	genic|chr13:100398644-100400196	DNAJC3-AS1	96329179		0.021785
chr13	100398644	100400196	genic|chr13:100398644-100400196	DNAJC3	96329392		0.021785
chr13	107332855	107334353	intergenic|chr13:107332855-107334353	LINC00551	107270157		0.033055
chr13	110436576	110437387	genic|chr13:110436576-110437387	IRS2	110438914		0.023558
chr13	110778638	110779650	intergenic|chr13:110778638-110779650	IRS2	110438914		0.037125
chr13	110960617	110961230	genic|chr13:110960617-110961230	COL4A1	110959504		0.105069
chr13	110960617	110961230	genic|chr13:110960617-110961230	COL4A2	110959613		0.105068
chr13	111464196	111464696	genic|chr13:111464196-111464696	LINC00567	111465431		0.144983
chr13	112548284	112548903	genic|chr13:112548284-112548903	LINC00354	112547691		0.150080
chr13	112726414	112728302	genic|chr13:112726414-112728302	LINC00346	111522655		0.021937
chr13	112726414	112728302	genic|chr13:112726414-112728302	ATP11A-AS1	113409045		0.024483
chr13	112726414	112728302	genic|chr13:112726414-112728302	F10-AS1	113784360		0.023344
chr13	112757611	112759388	genic|chr13:112757611-112759388	LINC00346	111522655		0.027826
chr13	112757611	112759388	genic|chr13:112757611-112759388	LOC100506016	112815024		0.050426
chr13	112757611	112759388	genic|chr13:112757611-112759388	LINC01044	112985539		0.020237
chr13	112757611	112759388	genic|chr13:112757611-112759388	ATP11A-AS1	113409045		0.031753
chr13	112757611	112759388	genic|chr13:112757611-112759388	F10	113777112		0.024014
chr13	112757611	112759388	genic|chr13:112757611-112759388	F10-AS1	113784360		0.031074
chr13	112757611	112759388	genic|chr13:112757611-112759388	PROZ	113812967		0.025683
chr13	112757611	112759388	genic|chr13:112757611-112759388	LOC101928841	114068708		0.024114
chr13	112757611	112759388	genic|chr13:112757611-112759388	ADPRHL1	114107839		0.022343
chr13	112757611	112759388	genic|chr13:112757611-112759388	LINC00552	114454062		0.020997
chr13	112757611	112759388	genic|chr13:112757611-112759388	LINC00454	114586459		0.020178
chr13	112813935	112814435	genic|chr13:112813935-112814435	LOC100506016	112815024		0.058669
chr13	113345624	113346124	genic|chr13:113345624-113346124	ATP11A	113344642		0.024041
chr13	113365651	113367009	genic|chr13:113365651-113367009	ATP11A-AS1	113409045		0.023506
chr13	113365651	113367009	genic|chr13:113365651-113367009	F10-AS1	113784360		0.023520
chr13	113365651	113367009	genic|chr13:113365651-113367009	LOC101928841	114068708		0.022582
chr13	113365651	113367009	genic|chr13:113365651-113367009	ADPRHL1	114107839		0.021466
chr13	113365651	113367009	genic|chr13:113365651-113367009	LINC00552	114454062		0.022871
chr13	113365651	113367009	genic|chr13:113365651-113367009	LINC00454	114586459		0.021233
chr13	113411237	113412111	genic|chr13:113411237-113412111	ATP11A-AS1	113409045		0.046791
chr13	113864074	113864744	genic|chr13:113864074-113864744	CUL4A	113863085		0.064902
chr13	113864074	113864744	genic|chr13:113864074-113864744	PCID2	113863234		0.064903
chr13	114581716	114582410	genic|chr13:114581716-114582410	LINC00454	114586459		0.023976
chr13	114829583	114831253	genic|chr13:114829583-114831253	LINC00552	114454062		0.020700
chr13	114829583	114831253	genic|chr13:114829583-114831253	LINC00454	114586459		0.021237
chr17	158897	160408	genic|chr17:158897-160408	DOC2B	31421		0.051745
chr17	676312	677984	genic|chr17:676312-677984	VPS53	618096		0.022266
chr17	881229	882378	genic|chr17:881229-882378	NXN	882998		0.163527
chr17	1360116	1360616	intergenic|chr17:1360116-1360616	CRK	1359561		0.020940
chr17	1465011	1465511	genic|chr17:1465011-1465511	PITPNA	1466110		0.057472
chr17	1612552	1613052	genic|chr17:1612552-1613052	TLCD2	1613662		0.021724
chr17	1617038	1617538	genic|chr17:1617038-1617538	TLCD2	1613662		0.020780
chr17	1617821	1618321	genic|chr17:1617821-1618321	MIR22HG	1619566		0.063662
chr17	1617821	1618321	genic|chr17:1617821-1618321	WDR81	1619816		0.063661
chr17	1956849	1957660	intergenic|chr17:1956849-1957660	HIC1	1958392		0.103202
chr17	2295667	2297620	genic|chr17:2295667-2297620	PAFAH1B1	2496922		0.034038
chr17	2295667	2297620	genic|chr17:2295667-2297620	CLUH	2614927		0.063103
chr17	2302144	2303462	genic|chr17:2302144-2303462	TLCD2	1613662		0.041110
chr17	2302144	2303462	genic|chr17:2302144-2303462	PAFAH1B1	2496922		0.024926
chr17	2302144	2303462	genic|chr17:2302144-2303462	CLUH	2614927		0.026956
chr17	3598109	3598609	genic|chr17:3598109-3598609	P2RX5-TAX1BP3	3599698		0.060674
chr17	3598109	3598609	genic|chr17:3598109-3598609	P2RX5	3599698		0.060674
chr17	4402828	4403519	genic|chr17:4402828-4403519	SPNS2	4402137		0.089986
chr17	4462392	4462892	genic|chr17:4462392-4462892	GGT6	4463891		0.070355
chr17	4488288	4489033	genic|chr17:4488288-4489033	SMTNL2	4487275		0.071418
chr17	4850706	4851352	genic|chr17:4850706-4851352	PFN1	4852381		0.032633
chr17	5402811	5403630	genic|chr17:5402811-5403630	LOC728392	5404319		0.080851
chr17	5980865	5982172	genic|chr17:5980865-5982172	WSCD1	5973933		0.029936
chr17	6557957	6558935	intergenic|chr17:6557957-6558935	ALOX15	4544960		0.041714
chr17	7107883	7108856	genic|chr17:7107883-7108856	DVL2	7137863		0.023239
chr17	7116874	7119032	genic|chr17:7116874-7119032	ACADVL	7123149		0.041957
chr17	7116874	7119032	genic|chr17:7116874-7119032	DLG4	7123369		0.041957
chr17	7116874	7119032	genic|chr17:7116874-7119032	TNFSF13	7461608		0.079982
chr17	7140880	7141380	genic|chr17:7140880-7141380	PHF23	7142825		0.099755
chr17	7253091	7253937	genic|chr17:7253091-7253937	TMEM95	7258454		0.036185
chr17	7259263	7259859	genic|chr17:7259263-7259859	TMEM95	7258454		0.061496
chr17	7322253	7322753	genic|chr17:7322253-7322753	SPEM1	7323678		0.024685
chr17	7341179	7341813	intergenic|chr17:7341179-7341813	FGF11	7342345		0.156036
chr17	7381096	7383057	genic|chr17:7381096-7383057	CHD3	7792168		0.020999
chr17	7463532	7464711	genic|chr17:7463532-7464711	SENP3	7465308		0.217909
chr17	7463532	7464711	genic|chr17:7463532-7464711	SENP3-EIF4A1	7465308		0.217909
chr17	7554897	7555678	genic|chr17:7554897-7555678	ATP1B2	7554207		0.142216
chr17	7589214	7590295	genic|chr17:7589214-7590295	ALOX15	4544960		0.027601
chr17	7589214	7590295	genic|chr17:7589214-7590295	SHBG	7533411		0.020143
chr17	7589214	7590295	genic|chr17:7589214-7590295	TP53	7590868		0.296985
chr17	7606778	7607882	genic|chr17:7606778-7607882	EFNB3	7608519		0.193296
chr17	7739487	7740905	intergenic|chr17:7739487-7740905	TMEM88	7758383		0.043961
chr17	7739487	7740905	intergenic|chr17:7739487-7740905	AURKB	8113944		0.022975
chr17	7744748	7745892	genic|chr17:7744748-7745892	CD68	7482804		0.025746
chr17	7790828	7791328	intergenic|chr17:7790828-7791328	CHD3	7792168		0.116418
chr17	8041597	8043219	intergenic|chr17:8041597-8043219	SHBG	7533411		0.021537
chr17	8054382	8055065	genic|chr17:8054382-8055065	PER1	8055753		0.204052
chr17	8059471	8060675	intergenic|chr17:8059471-8060675	KCNAB3	7832753		0.031899
chr17	8059471	8060675	intergenic|chr17:8059471-8060675	PER1	8055753		0.031315
chr17	8059471	8060675	intergenic|chr17:8059471-8060675	PFAS	8152595		0.025176
chr17	8089172	8091329	intergenic|chr17:8089172-8091329	ZBTB4	7387568		0.044776
chr17	8089172	8091329	intergenic|chr17:8089172-8091329	POLR2A	7387697		0.044776
chr17	8089172	8091329	intergenic|chr17:8089172-8091329	LOC284023	7819265		0.029170
chr17	8089172	8091329	intergenic|chr17:8089172-8091329	PER1	8055753		0.021325
chr17	8089172	8091329	intergenic|chr17:8089172-8091329	TMEM107	8079714		0.031755
chr17	8648932	8650159	intergenic|chr17:8648932-8650159	CCDC42	8648154		0.140353
chr17	9123282	9124946	genic|chr17:9123282-9124946	DHRS7C	9694614		0.029078
chr17	12570605	12571105	genic|chr17:12570605-12571105	MYOCD	12569206		0.046284
chr17	13503891	13504391	genic|chr17:13503891-13504391	HS3ST3A1	13505259		0.072646
chr17	14205824	14206324	genic|chr17:14205824-14206324	MGC12916	14207056		0.377462
chr17	14233630	14235787	genic|chr17:14233630-14235787	ARHGAP44	12692828		0.050051
chr17	16118252	16119710	intergenic|chr17:16118252-16119710	PIGL	16120508		0.052875
chr17	16118252	16119710	intergenic|chr17:16118252-16119710	CENPV	16256812		0.024882
chr17	16394226	16394924	genic|chr17:16394226-16394924	LRRC75A	16395505		0.107692
chr17	16492316	16493056	intergenic|chr17:16492316-16493056	ZNF287	16472526		0.023486
chr17	16946966	16947645	genic|chr17:16946966-16947645	MPRIP	16946073		0.167010
chr17	17203821	17204966	intergenic|chr17:17203821-17204966	NT5M	17206679		0.039449
chr17	17398199	17399111	genic|chr17:17398199-17399111	RASD1	17399709		0.135397
chr17	17585665	17587060	genic|chr17:17585665-17587060	RAI1	17584786		0.035579
